hgnc_symbol	ensembl_gene_id	gene_biotype
	ENSG00000275247	unprocessed_pseudogene
	ENSG00000266286	protein_coding
	ENSG00000277729	unprocessed_pseudogene
ZNF100	ENSG00000274746	protein_coding
KIR2DS1	ENSG00000278304	protein_coding
	ENSG00000261968	protein_coding
	ENSG00000281945	lncRNA
C21orf62	ENSG00000262938	protein_coding
FRG1-DT	ENSG00000280716	lncRNA
KIR3DL2	ENSG00000275083	protein_coding
KIR2DL5A	ENSG00000276686	protein_coding
CCNYL6	ENSG00000279280	processed_pseudogene
HERC2P7	ENSG00000281828	unprocessed_pseudogene
	ENSG00000276999	unprocessed_pseudogene
SPATA31E3P	ENSG00000281846	unprocessed_pseudogene
	ENSG00000281422	unprocessed_pseudogene
	ENSG00000277205	snoRNA
	ENSG00000281830	lncRNA
GOLGA8IP	ENSG00000281356	transcribed_unprocessed_pseudogene
C21orf62-AS1	ENSG00000263140	lncRNA
	ENSG00000281012	processed_pseudogene
	ENSG00000278063	snRNA
	ENSG00000274906	misc_RNA
GOLGA6L1	ENSG00000275009	protein_coding
	ENSG00000281916	lncRNA
RNU1-51P	ENSG00000276052	snRNA
DNM1P38	ENSG00000282596	unprocessed_pseudogene
KCNIP4	ENSG00000281758	protein_coding
BRI3BPP1	ENSG00000279112	transcribed_processed_pseudogene
VN1R84P	ENSG00000280218	unprocessed_pseudogene
	ENSG00000281559	processed_pseudogene
MTDHP4	ENSG00000280066	processed_pseudogene
MAPK4	ENSG00000282110	lncRNA
	ENSG00000281703	unprocessed_pseudogene
	ENSG00000280838	lncRNA
	ENSG00000278019	unprocessed_pseudogene
CPEB1	ENSG00000277445	protein_coding
	ENSG00000282464	lncRNA
KIR2DL4	ENSG00000278201	protein_coding
TBCD	ENSG00000278759	protein_coding
	ENSG00000280619	lncRNA
	ENSG00000282085	processed_pseudogene
	ENSG00000280072	TEC
	ENSG00000281470	lncRNA
	ENSG00000282443	lncRNA
RNA5SP458	ENSG00000262132	rRNA_pseudogene
LRRC56	ENSG00000273831	protein_coding
	ENSG00000281380	unprocessed_pseudogene
MPHOSPH10P9	ENSG00000280700	unprocessed_pseudogene
CTDP1-DT	ENSG00000282606	lncRNA
	ENSG00000276062	misc_RNA
	ENSG00000276377	misc_RNA
ABCB10P1	ENSG00000280461	processed_pseudogene
	ENSG00000281949	lncRNA
	ENSG00000282330	lncRNA
	ENSG00000277400	protein_coding
RPS6P22	ENSG00000262159	processed_pseudogene
LRIG3-DT	ENSG00000262592	lncRNA
	ENSG00000281995	lncRNA
	ENSG00000275987	snRNA
	ENSG00000262036	processed_pseudogene
MAFIP	ENSG00000274847	protein_coding
SMN2	ENSG00000273772	protein_coding
	ENSG00000268674	protein_coding
TUBGCP5	ENSG00000276856	protein_coding
	ENSG00000277475	protein_coding
	ENSG00000275405	snRNA
	ENSG00000281942	lncRNA
CTDP1	ENSG00000282752	protein_coding
DECR2	ENSG00000274296	protein_coding
MREGP1	ENSG00000282329	processed_pseudogene
	ENSG00000275428	protein_coding
	ENSG00000275245	unprocessed_pseudogene
KIR2DS4	ENSG00000276154	protein_coding
AP2A2	ENSG00000280759	protein_coding
	ENSG00000273748	protein_coding
	ENSG00000275225	unprocessed_pseudogene
KIR3DL1	ENSG00000278856	protein_coding
	ENSG00000276374	processed_pseudogene
	ENSG00000278688	processed_pseudogene
SNTB2	ENSG00000260873	protein_coding
RPL4P5	ENSG00000263127	processed_pseudogene
	ENSG00000282391	processed_pseudogene
PHRF1	ENSG00000274780	protein_coding
UTP4	ENSG00000262788	protein_coding
SINHCAF	ENSG00000276371	protein_coding
MAD2L1-DT	ENSG00000281122	lncRNA
GART	ENSG00000262473	protein_coding
ABR	ENSG00000276016	protein_coding
MEGF11	ENSG00000277848	protein_coding
	ENSG00000281612	unprocessed_pseudogene
	ENSG00000280626	unprocessed_pseudogene
RPS5P3	ENSG00000262148	processed_pseudogene
	ENSG00000280578	processed_pseudogene
	ENSG00000280504	unprocessed_pseudogene
DNAJC28	ENSG00000262911	protein_coding
UGT2A3	ENSG00000278216	protein_coding
	ENSG00000282388	processed_pseudogene
	ENSG00000282551	processed_pseudogene
	ENSG00000282176	lncRNA
B3GNTL1	ENSG00000277033	protein_coding
IFNGR2	ENSG00000262795	protein_coding
MUC6	ENSG00000277518	protein_coding
UGT2B27P	ENSG00000281308	unprocessed_pseudogene
	ENSG00000262354	misc_RNA
	ENSG00000262579	snRNA
	ENSG00000281425	transcribed_unprocessed_pseudogene
MUC20-OT1	ENSG00000281915	lncRNA
CDH12P2	ENSG00000280638	unprocessed_pseudogene
	ENSG00000280525	processed_pseudogene
PMCHL2	ENSG00000280840	transcribed_unprocessed_pseudogene
	ENSG00000280794	unprocessed_pseudogene
UGT2B29P	ENSG00000281547	unprocessed_pseudogene
UGT2B10	ENSG00000275190	protein_coding
	ENSG00000278230	snRNA
	ENSG00000282201	lncRNA
PRB1	ENSG00000275517	protein_coding
	ENSG00000278562	transcribed_unprocessed_pseudogene
RAB11FIP3	ENSG00000275338	protein_coding
GTF2H2	ENSG00000276910	protein_coding
	ENSG00000281154	unprocessed_pseudogene
RNU6-1025P	ENSG00000274980	snRNA
	ENSG00000281510	unprocessed_pseudogene
UGT2B15	ENSG00000277132	protein_coding
SDHAP2	ENSG00000280909	transcribed_unprocessed_pseudogene
KRTAP5-6	ENSG00000277389	protein_coding
KRTAP5-1	ENSG00000280585	protein_coding
KRTAP5-4	ENSG00000278620	protein_coding
	ENSG00000280629	lncRNA
	ENSG00000280740	unprocessed_pseudogene
	ENSG00000280720	unprocessed_pseudogene
	ENSG00000281798	processed_pseudogene
KRTAP5-5	ENSG00000278302	protein_coding
MT2P1	ENSG00000278061	processed_pseudogene
	ENSG00000281704	lncRNA
FAM99A	ENSG00000281261	lncRNA
DIS3L-AS1	ENSG00000277844	lncRNA
	ENSG00000282280	lncRNA
TMPRSS11E	ENSG00000274058	protein_coding
LINC02708	ENSG00000281633	lncRNA
KRTAP5-AS1	ENSG00000281176	lncRNA
MUC20-OT1	ENSG00000280993	lncRNA
TMEM50B	ENSG00000263160	protein_coding
NDUFA6	ENSG00000272765	protein_coding
	ENSG00000281111	lncRNA
DUSP8	ENSG00000278165	protein_coding
	ENSG00000280784	unprocessed_pseudogene
GNG5P1	ENSG00000280557	processed_pseudogene
	ENSG00000280765	lncRNA
	ENSG00000280898	lncRNA
TCF20	ENSG00000262024	protein_coding
FAM99B	ENSG00000281829	lncRNA
IFITM10	ENSG00000281618	protein_coding
KRTAP5-3	ENSG00000281191	protein_coding
KRTAP5-2	ENSG00000281533	protein_coding
MPHOSPH10P5	ENSG00000280476	unprocessed_pseudogene
SDHAP2	ENSG00000281687	transcribed_unprocessed_pseudogene
	ENSG00000274040	misc_RNA
	ENSG00000281174	unprocessed_pseudogene
	ENSG00000281127	unprocessed_pseudogene
	ENSG00000281890	unprocessed_pseudogene
MUC20-OT1	ENSG00000281060	lncRNA
SMDT1	ENSG00000272901	protein_coding
	ENSG00000282378	transcribed_unprocessed_pseudogene
YTHDC1	ENSG00000275272	protein_coding
LINC00235	ENSG00000282485	lncRNA
CAPN15	ENSG00000282214	lncRNA
KIR2DL4	ENSG00000275456	protein_coding
	ENSG00000274018	misc_RNA
NDUFA6-DT	ENSG00000273616	lncRNA
OLA1P1	ENSG00000272813	processed_pseudogene
	ENSG00000262303	lncRNA
	ENSG00000263314	lncRNA
CYP2D7	ENSG00000263181	protein_coding
LINC02982	ENSG00000281019	lncRNA
NKD2	ENSG00000276920	protein_coding
CSPG4P10	ENSG00000282457	transcribed_unprocessed_pseudogene
	ENSG00000282814	lncRNA
GOLGA6L9	ENSG00000274320	protein_coding
KRTAP5-2	ENSG00000278489	protein_coding
LINC02708	ENSG00000281240	lncRNA
FAM99B	ENSG00000281783	lncRNA
FAM99A	ENSG00000281733	lncRNA
GOLGA6L17P	ENSG00000282209	transcribed_unprocessed_pseudogene
KRTAP5-3	ENSG00000275920	protein_coding
KRTAP5-4	ENSG00000277068	protein_coding
KRTAP5-1	ENSG00000278210	protein_coding
	ENSG00000281645	lncRNA
	ENSG00000282755	protein_coding
KRTAP5-5	ENSG00000277291	protein_coding
KRTAP5-AS1	ENSG00000281801	lncRNA
	ENSG00000282514	unprocessed_pseudogene
CYP2D8P	ENSG00000262055	unprocessed_pseudogene
GOLGA2P10	ENSG00000282183	transcribed_unprocessed_pseudogene
	ENSG00000278411	snRNA
DUSP8	ENSG00000273793	protein_coding
SLC12A7	ENSG00000276482	protein_coding
LMNTD2	ENSG00000275873	protein_coding
UBE2Q2P6	ENSG00000276228	unprocessed_pseudogene
TIMM22	ENSG00000278501	protein_coding
ADAMTS7P1	ENSG00000281976	transcribed_unprocessed_pseudogene
	ENSG00000276565	protein_coding
NXN	ENSG00000281300	protein_coding
	ENSG00000277374	snRNA
	ENSG00000275991	misc_RNA
MUC4	ENSG00000273984	protein_coding
GOLGA6L10	ENSG00000274042	protein_coding
	ENSG00000282377	transcribed_unprocessed_pseudogene
MIR210HG	ENSG00000282810	lncRNA
	ENSG00000275049	protein_coding
	ENSG00000282113	lncRNA
LINC00824	ENSG00000282114	lncRNA
GOLGA6L10	ENSG00000274166	protein_coding
	ENSG00000281521	lncRNA
RNH1	ENSG00000276230	protein_coding
UBE2Q2P2	ENSG00000282084	transcribed_unprocessed_pseudogene
	ENSG00000280621	lncRNA
MUC20-OT1	ENSG00000281794	lncRNA
	ENSG00000273673	transcribed_processed_pseudogene
	ENSG00000280552	lncRNA
MUC20	ENSG00000275430	protein_coding
KIR2DP1	ENSG00000276468	protein_coding
KIF26B	ENSG00000281216	protein_coding
	ENSG00000281901	processed_pseudogene
MUC4	ENSG00000273822	protein_coding
MUC4	ENSG00000276613	protein_coding
RPL7AP55	ENSG00000281427	processed_pseudogene
OR10A3	ENSG00000273953	protein_coding
OR5P2	ENSG00000276025	protein_coding
OR5E1P	ENSG00000280497	unprocessed_pseudogene
OR5P3	ENSG00000278253	protein_coding
OR10A6	ENSG00000276451	protein_coding
NLRP10	ENSG00000276780	protein_coding
KIR3DL2	ENSG00000277709	protein_coding
	ENSG00000280750	lncRNA
KIR3DL3	ENSG00000276875	protein_coding
NDUFA6-DT	ENSG00000280613	lncRNA
	ENSG00000281367	lncRNA
	ENSG00000278379	snRNA
	ENSG00000280983	unprocessed_pseudogene
SERF1B	ENSG00000277429	protein_coding
	ENSG00000280821	lncRNA
SMDT1	ENSG00000272835	protein_coding
	ENSG00000275921	protein_coding
	ENSG00000278360	unprocessed_pseudogene
KIR2DS2	ENSG00000276139	protein_coding
OLA1P1	ENSG00000273194	processed_pseudogene
NDUFA6	ENSG00000273397	protein_coding
KIR3DL1	ENSG00000274146	protein_coding
TARM1	ENSG00000276145	protein_coding
CYP2D6	ENSG00000272532	protein_coding
	ENSG00000285263	lncRNA
MBOAT7	ENSG00000277025	protein_coding
NAIP	ENSG00000276068	protein_coding
KIR2DL3	ENSG00000275658	protein_coding
CNOT3	ENSG00000276082	protein_coding
KIR2DS1	ENSG00000276387	protein_coding
DRD4	ENSG00000276825	protein_coding
MUC20-OT1	ENSG00000281603	lncRNA
KIR2DP1	ENSG00000273753	unprocessed_pseudogene
DEAF1	ENSG00000282712	protein_coding
KIR3DL2	ENSG00000275838	protein_coding
	ENSG00000261905	unprocessed_pseudogene
CLK2	ENSG00000261893	protein_coding
OR2AS2P	ENSG00000280815	unprocessed_pseudogene
OR2T6	ENSG00000278659	protein_coding
OR2T2	ENSG00000275754	protein_coding
	ENSG00000281417	processed_pseudogene
	ENSG00000272000	protein_coding
OR2T4	ENSG00000275617	protein_coding
RDH13	ENSG00000273944	protein_coding
IRF7	ENSG00000276561	protein_coding
OR2T7	ENSG00000281489	protein_coding
OR2T1	ENSG00000273508	protein_coding
BDH1	ENSG00000275544	protein_coding
OR2T3	ENSG00000277113	protein_coding
	ENSG00000281094	lncRNA
TSEN34	ENSG00000274672	protein_coding
TARM1	ENSG00000274889	protein_coding
MUC20	ENSG00000278114	protein_coding
OR2T5	ENSG00000275102	protein_coding
	ENSG00000281161	lncRNA
TMEM179	ENSG00000276342	protein_coding
VSTM1	ENSG00000276159	protein_coding
OR2W1	ENSG00000226463	protein_coding
	ENSG00000281658	lncRNA
NOP56P1	ENSG00000272603	processed_pseudogene
	ENSG00000224229	lncRNA
	ENSG00000241408	lncRNA
OR14J1	ENSG00000236927	protein_coding
TRIM27	ENSG00000234495	protein_coding
GP6	ENSG00000276065	protein_coding
C14orf180	ENSG00000274126	protein_coding
MCCC2	ENSG00000281742	protein_coding
MUC4	ENSG00000278468	protein_coding
NCR1	ENSG00000277629	protein_coding
LILRP1	ENSG00000274545	unprocessed_pseudogene
PKLR	ENSG00000262785	protein_coding
KIR3DL3	ENSG00000278490	protein_coding
KIR3DL3	ENSG00000276572	protein_coding
NLRP2	ENSG00000275399	protein_coding
LILRA4	ENSG00000276798	protein_coding
	ENSG00000280518	unprocessed_pseudogene
	ENSG00000274873	protein_coding
HCG14	ENSG00000234411	lncRNA
HRAS	ENSG00000276536	protein_coding
RPL13P	ENSG00000272613	processed_pseudogene
	ENSG00000272793	lncRNA
ZNF311	ENSG00000225351	protein_coding
BDP1	ENSG00000274803	protein_coding
PSMB1	ENSG00000281184	lncRNA
	ENSG00000280722	lncRNA
	ENSG00000281761	lncRNA
FAM120B	ENSG00000275333	protein_coding
	ENSG00000280611	lncRNA
GP6	ENSG00000274566	protein_coding
	ENSG00000281360	lncRNA
	ENSG00000280749	lncRNA
LENG1	ENSG00000275935	protein_coding
LINC01623	ENSG00000272857	lncRNA
ICE2P1	ENSG00000281800	processed_pseudogene
LINC01060	ENSG00000281580	lncRNA
LINC01015	ENSG00000235788	lncRNA
CNOT3	ENSG00000273943	protein_coding
OR2B3	ENSG00000233054	protein_coding
VSTM1	ENSG00000276363	protein_coding
	ENSG00000228147	lncRNA
LAIR1	ENSG00000276163	protein_coding
KIR2DL4	ENSG00000277076	protein_coding
MTX1P1	ENSG00000263037	unprocessed_pseudogene
	ENSG00000262734	unprocessed_pseudogene
RPL7AP27	ENSG00000281482	processed_pseudogene
SCAMP3	ENSG00000263290	protein_coding
LST1	ENSG00000235915	protein_coding
	ENSG00000280865	processed_pseudogene
SDHAP2	ENSG00000280521	transcribed_unprocessed_pseudogene
NCR1	ENSG00000277824	protein_coding
MUC20	ENSG00000277753	protein_coding
DENND11	ENSG00000262599	protein_coding
LMNTD2-AS1	ENSG00000282005	lncRNA
	ENSG00000280482	lncRNA
LENG1	ENSG00000278426	protein_coding
	ENSG00000281821	lncRNA
RASSF7	ENSG00000273859	protein_coding
NLRP7	ENSG00000277071	protein_coding
	ENSG00000261994	lncRNA
RPS9	ENSG00000278081	protein_coding
MUC4	ENSG00000278303	protein_coding
	ENSG00000279577	processed_pseudogene
PCGF7P	ENSG00000275641	processed_pseudogene
ZNF729	ENSG00000279552	protein_coding
	ENSG00000263231	unprocessed_pseudogene
ZNF676	ENSG00000276219	protein_coding
GBA	ENSG00000262446	protein_coding
	ENSG00000279902	lncRNA
ZNF92P2	ENSG00000274875	processed_pseudogene
	ENSG00000279731	lncRNA
MTDHP5	ENSG00000279661	processed_pseudogene
VN1R85P	ENSG00000280210	unprocessed_pseudogene
BNIP3P31	ENSG00000279984	processed_pseudogene
RDH13	ENSG00000275474	protein_coding
BNIP3P30	ENSG00000279350	processed_pseudogene
RPS9	ENSG00000275323	protein_coding
LILRA2	ENSG00000278634	protein_coding
SSBP1	ENSG00000262771	protein_coding
VSTM1	ENSG00000274953	protein_coding
NLRP7	ENSG00000277776	protein_coding
DLL1	ENSG00000275555	protein_coding
CDHR5	ENSG00000273572	protein_coding
OR8U9	ENSG00000281038	protein_coding
OR8J2	ENSG00000263150	protein_coding
FAM8A2P	ENSG00000281773	unprocessed_pseudogene
NAA50P1	ENSG00000281819	processed_pseudogene
OSCAR	ENSG00000276982	protein_coding
OR8U8	ENSG00000262315	protein_coding
OR8L1P	ENSG00000280577	unprocessed_pseudogene
OR5T3	ENSG00000261897	protein_coding
OR5T2	ENSG00000262851	protein_coding
LINC01624	ENSG00000280592	lncRNA
OR8K2P	ENSG00000280617	unprocessed_pseudogene
OR8I1P	ENSG00000280712	unprocessed_pseudogene
	ENSG00000280883	lncRNA
OR8K3	ENSG00000262755	protein_coding
OR8H1	ENSG00000262611	protein_coding
OR5T1	ENSG00000262784	protein_coding
RPL5P29	ENSG00000281820	processed_pseudogene
OR8K1	ENSG00000263328	protein_coding
OR8J1	ENSG00000262796	protein_coding
SMN1	ENSG00000275349	protein_coding
MBOAT7	ENSG00000277733	protein_coding
NLRP7	ENSG00000276804	protein_coding
TSEN34	ENSG00000275165	protein_coding
TFPT	ENSG00000276296	protein_coding
OR2J3	ENSG00000226271	protein_coding
	ENSG00000281650	lncRNA
HLA-H	ENSG00000231904	unprocessed_pseudogene
KIR3DP1	ENSG00000275887	transcribed_unprocessed_pseudogene
MICB	ENSG00000231179	protein_coding
CNOT3	ENSG00000275979	protein_coding
LINC02197	ENSG00000281321	lncRNA
GP6	ENSG00000274050	protein_coding
DEFB104B	ENSG00000277006	protein_coding
TFPT	ENSG00000275086	protein_coding
AGK	ENSG00000262327	protein_coding
KIR2DL2	ENSG00000275546	protein_coding
	ENSG00000285240	lncRNA
	ENSG00000281210	lncRNA
SERF1A	ENSG00000275581	protein_coding
DEFB105B	ENSG00000274729	protein_coding
PRPF31	ENSG00000274894	protein_coding
PRR23D1	ENSG00000274540	protein_coding
WEE2	ENSG00000263042	protein_coding
DEFB4B	ENSG00000275444	protein_coding
	ENSG00000278827	lncRNA
FAM90A7	ENSG00000281040	unprocessed_pseudogene
LILRB1	ENSG00000277807	protein_coding
DEFB103B	ENSG00000273641	protein_coding
	ENSG00000273519	snRNA
MBOAT7	ENSG00000277923	protein_coding
	ENSG00000262671	lncRNA
	ENSG00000277802	unprocessed_pseudogene
	ENSG00000262656	snRNA
DEFB108C	ENSG00000276378	unprocessed_pseudogene
KIR2DL4	ENSG00000276979	protein_coding
FAM90A22	ENSG00000281407	unprocessed_pseudogene
CYP2D8P	ENSG00000273785	unprocessed_pseudogene
OR7E157P	ENSG00000280960	unprocessed_pseudogene
HSPD1P3	ENSG00000282496	processed_pseudogene
FAM90A21P	ENSG00000281150	unprocessed_pseudogene
ZNF705G	ENSG00000274195	protein_coding
NDUFA3	ENSG00000273642	protein_coding
HCN3	ENSG00000263324	protein_coding
KIR2DS4	ENSG00000276209	protein_coding
CYP2D7	ENSG00000278088	protein_coding
PRPF31	ENSG00000276421	protein_coding
DEFB107B	ENSG00000277530	protein_coding
NLRP2	ENSG00000275843	protein_coding
OR2U2P	ENSG00000230754	unprocessed_pseudogene
NDUFA3	ENSG00000275724	protein_coding
TRIM10	ENSG00000237703	protein_coding
LILRP2	ENSG00000278288	transcribed_processed_pseudogene
FAM90A6P	ENSG00000280471	unprocessed_pseudogene
KIR3DL2	ENSG00000278656	protein_coding
SPAG11B	ENSG00000274405	protein_coding
OSCAR	ENSG00000275551	protein_coding
	ENSG00000282598	lncRNA
SCT	ENSG00000274473	protein_coding
FAM189B	ENSG00000262666	protein_coding
	ENSG00000288613	unprocessed_pseudogene
PTDSS2	ENSG00000282367	protein_coding
VSTM1	ENSG00000276066	protein_coding
OSCAR	ENSG00000274703	protein_coding
DEFB106B	ENSG00000275794	protein_coding
MICG	ENSG00000235714	unprocessed_pseudogene
RNF39	ENSG00000236967	protein_coding
	ENSG00000281561	unprocessed_pseudogene
FAM66B	ENSG00000280677	lncRNA
	ENSG00000280939	processed_pseudogene
NLRP2	ENSG00000278789	protein_coding
FAM90A23	ENSG00000281862	unprocessed_pseudogene
ZNF90P2	ENSG00000236614	processed_pseudogene
MUC21	ENSG00000231350	protein_coding
HCG15	ENSG00000224642	lncRNA
TRIM31-AS1	ENSG00000235722	lncRNA
TNF	ENSG00000228978	protein_coding
OR11A1	ENSG00000232289	protein_coding
	ENSG00000282155	lncRNA
LINC03015	ENSG00000282226	lncRNA
PRAMEF5	ENSG00000276420	protein_coding
LENG1	ENSG00000277457	protein_coding
	ENSG00000277667	protein_coding
	ENSG00000281767	lncRNA
FAM20C	ENSG00000281429	protein_coding
MOG	ENSG00000234096	protein_coding
	ENSG00000278296	snRNA
	ENSG00000277996	protein_coding
LINC03014	ENSG00000282075	lncRNA
	ENSG00000274771	snRNA
	ENSG00000281993	lncRNA
	ENSG00000281788	lncRNA
	ENSG00000274107	unprocessed_pseudogene
	ENSG00000281349	lncRNA
PRAMEF22	ENSG00000276816	unprocessed_pseudogene
PRAMEF18	ENSG00000277853	protein_coding
BTG3-AS1	ENSG00000281317	lncRNA
RPS9	ENSG00000274005	protein_coding
BTG3	ENSG00000281484	protein_coding
	ENSG00000281121	unprocessed_pseudogene
	ENSG00000281229	unprocessed_pseudogene
	ENSG00000280946	unprocessed_pseudogene
	ENSG00000281597	unprocessed_pseudogene
	ENSG00000281073	unprocessed_pseudogene
NDUFA3	ENSG00000278365	protein_coding
PRAMEF8	ENSG00000278021	protein_coding
NLRP2	ENSG00000274638	protein_coding
KIR2DS4	ENSG00000274533	protein_coding
LILRA5	ENSG00000278355	protein_coding
MBOAT7	ENSG00000275118	protein_coding
OR2J3	ENSG00000233636	protein_coding
KIR3DL2	ENSG00000276739	protein_coding
HNRNPCL2	ENSG00000274109	protein_coding
RPS17P1	ENSG00000228840	processed_pseudogene
OR5V1	ENSG00000243441	protein_coding
	ENSG00000280972	lncRNA
	ENSG00000280542	lncRNA
	ENSG00000226109	unprocessed_pseudogene
PRAMEF25	ENSG00000276299	protein_coding
MICD	ENSG00000230745	unprocessed_pseudogene
	ENSG00000280882	TEC
TFPT	ENSG00000273833	protein_coding
OR2G1P	ENSG00000231320	unprocessed_pseudogene
OR14J1	ENSG00000234100	protein_coding
WASF5P	ENSG00000234980	processed_pseudogene
	ENSG00000224131	processed_pseudogene
PTMAP1	ENSG00000223851	processed_pseudogene
HLA-V	ENSG00000224736	transcribed_unprocessed_pseudogene
OLA1P1	ENSG00000278846	processed_pseudogene
	ENSG00000280556	lncRNA
	ENSG00000280880	lncRNA
	ENSG00000281542	lncRNA
PRPF31	ENSG00000277953	protein_coding
NDUFA6	ENSG00000277365	protein_coding
	ENSG00000281711	unprocessed_pseudogene
CNOT3	ENSG00000274941	protein_coding
HNRNPCL4	ENSG00000273865	protein_coding
PRAMEF33	ENSG00000276370	protein_coding
OR11A1	ENSG00000237258	protein_coding
PRAMEF9	ENSG00000281573	protein_coding
	ENSG00000225188	lncRNA
SMDT1	ENSG00000274112	protein_coding
LY6G6F	ENSG00000239741	protein_coding
CYP2D6	ENSG00000275211	protein_coding
	ENSG00000282257	lncRNA
	ENSG00000252239	snRNA
MYL6P5	ENSG00000275193	processed_pseudogene
TMEM183AP1	ENSG00000224241	processed_pseudogene
PSORS1C1	ENSG00000231094	protein_coding
NCR1	ENSG00000278362	protein_coding
TSEN34	ENSG00000273896	protein_coding
HLA-T	ENSG00000226727	unprocessed_pseudogene
OR2W1	ENSG00000228652	protein_coding
HLA-DRA	ENSG00000277263	protein_coding
PPP1R11	ENSG00000236560	protein_coding
LENG1	ENSG00000276628	protein_coding
BTNL2	ENSG00000275798	protein_coding
	ENSG00000275661	misc_RNA
	ENSG00000276351	misc_RNA
	ENSG00000276345	protein_coding
TARM1	ENSG00000275123	protein_coding
NDUFA3	ENSG00000276766	protein_coding
NCR1	ENSG00000273916	protein_coding
	ENSG00000273532	misc_RNA
NCR1	ENSG00000273506	protein_coding
TOMM40P4	ENSG00000281848	processed_pseudogene
CDRT15P3	ENSG00000274362	lncRNA
MUC20	ENSG00000281630	protein_coding
	ENSG00000274392	transcribed_unprocessed_pseudogene
RPL7P4	ENSG00000226494	processed_pseudogene
TRIM31-AS1	ENSG00000237050	lncRNA
	ENSG00000237120	processed_pseudogene
RPL7AP7	ENSG00000233465	processed_pseudogene
LTB	ENSG00000223448	protein_coding
RDH13	ENSG00000274504	protein_coding
	ENSG00000274905	protein_coding
SDHAP2	ENSG00000281418	transcribed_unprocessed_pseudogene
NDUFA3	ENSG00000276061	protein_coding
	ENSG00000281654	lncRNA
	ENSG00000281583	processed_pseudogene
	ENSG00000281424	processed_pseudogene
	ENSG00000280545	processed_pseudogene
CEACAM4	ENSG00000274131	protein_coding
OR2B3	ENSG00000231319	protein_coding
LINC01556	ENSG00000231041	protein_coding
	ENSG00000233853	unprocessed_pseudogene
RDH13	ENSG00000276341	protein_coding
TMPOP1	ENSG00000233700	processed_pseudogene
PSMB9	ENSG00000239836	protein_coding
CEACAMP3	ENSG00000280470	transcribed_unprocessed_pseudogene
TCF20	ENSG00000276461	protein_coding
TSEN34	ENSG00000274078	protein_coding
PLEKHA3P1	ENSG00000274857	processed_pseudogene
DNAJC19P2	ENSG00000281505	processed_pseudogene
CEACAM21	ENSG00000278565	protein_coding
RPS9	ENSG00000277359	protein_coding
NDUFA6-DT	ENSG00000280811	lncRNA
